"Date Time, GMT+10:00","Temp, °C (LGR S/N: 20446386, SEN S/N: 20446386, LBL: tmp)","Intensity, lum/ft² (LGR S/N: 20446386, SEN S/N: 20446386, LBL: light)"
12/5/18 17:11,27.862,0
12/5/18 17:16,29.552,103
12/5/18 17:21,29.252,0
12/5/18 17:26,28.754,0
12/5/18 17:31,28.159,0
12/5/18 17:36,27.665,0
12/5/18 17:41,27.075,0
12/5/18 17:46,26.585,0
12/5/18 17:51,26.097,0
12/5/18 17:56,25.513,0
12/5/18 18:01,25.125,0
12/5/18 18:06,24.641,0
12/5/18 18:11,24.255,0
12/5/18 18:16,23.773,0
12/5/18 18:21,23.388,0
12/5/18 18:26,22.908,0
12/5/18 18:31,22.525,0
12/5/18 18:36,22.142,0
12/5/18 18:41,21.76,0
12/5/18 18:46,21.378,0
12/5/18 18:51,20.996,0
12/5/18 18:56,20.615,0
12/5/18 19:01,20.329,0
12/5/18 19:06,19.948,0
12/5/18 19:11,19.567,0
12/5/18 19:16,19.282,0
12/5/18 19:21,18.996,0
12/5/18 19:26,18.711,0
12/5/18 19:31,18.426,0
12/5/18 19:36,18.236,0
12/5/18 19:41,17.95,0
12/5/18 19:46,17.665,0
12/5/18 19:51,17.379,0
12/5/18 19:56,17.094,0
12/5/18 20:01,16.808,0
12/5/18 20:06,16.618,0
12/5/18 20:11,16.427,0
12/5/18 20:16,16.237,0
12/5/18 20:21,15.951,0
12/5/18 20:26,15.76,0
12/5/18 20:31,15.473,0
12/5/18 20:36,15.282,0
12/5/18 20:41,15.187,0
12/5/18 20:46,14.996,0
12/5/18 20:51,14.804,0
12/5/18 20:56,14.613,0
12/5/18 21:01,14.325,0
12/5/18 21:06,14.134,0
12/5/18 21:11,14.038,0
12/5/18 21:16,13.846,0
12/5/18 21:21,13.75,0
12/5/18 21:26,13.558,0
12/5/18 21:31,13.365,0
12/5/18 21:36,13.173,0
12/5/18 21:41,12.98,0
12/5/18 21:46,12.883,0
12/5/18 21:51,12.69,0
12/5/18 21:56,12.594,0
12/5/18 22:01,12.401,0
12/5/18 22:06,12.207,0
12/5/18 22:11,12.11,0
12/5/18 22:16,11.916,0
12/5/18 22:21,11.819,0
12/5/18 22:26,11.722,0
12/5/18 22:31,11.625,0
12/5/18 22:36,11.528,0
12/5/18 22:41,11.431,0
12/5/18 22:46,11.431,0
12/5/18 22:51,11.236,0
12/5/18 22:56,11.139,0
12/5/18 23:01,11.041,0
12/5/18 23:06,10.944,0
12/5/18 23:11,10.748,0
12/5/18 23:16,10.651,0
12/5/18 23:21,10.748,0
12/5/18 23:26,11.139,0
12/5/18 23:31,11.625,0
12/5/18 23:36,12.11,0
12/5/18 23:41,12.69,0
12/5/18 23:46,13.173,0
12/5/18 23:51,13.75,0
12/5/18 23:56,14.23,0
12/6/18 0:01,14.709,0
12/6/18 0:06,15.187,0
12/6/18 0:11,15.664,0
12/6/18 0:16,16.046,0
12/6/18 0:21,16.523,0
12/6/18 0:26,16.903,0
12/6/18 0:31,17.284,0
12/6/18 0:36,17.665,0
12/6/18 0:41,18.045,0
12/6/18 0:46,18.426,0
12/6/18 0:51,18.711,0
12/6/18 0:56,18.996,0
12/6/18 1:01,19.282,0
12/6/18 1:06,19.567,0
12/6/18 1:11,19.758,0
12/6/18 1:16,19.948,0
12/6/18 1:21,20.234,0
12/6/18 1:26,20.424,0
12/6/18 1:31,20.615,0
12/6/18 1:36,20.805,0
12/6/18 1:41,20.996,0
12/6/18 1:46,21.187,0
12/6/18 1:51,21.378,0
12/6/18 1:56,21.473,0
12/6/18 2:01,21.664,0
12/6/18 2:06,21.855,0
12/6/18 2:11,22.046,0
12/6/18 2:16,22.238,0
12/6/18 2:21,22.333,0
12/6/18 2:26,22.525,0
12/6/18 2:31,22.621,0
12/6/18 2:36,22.717,0
12/6/18 2:41,22.812,0
12/6/18 2:46,22.908,0
12/6/18 2:51,23.004,0
12/6/18 2:56,23.1,0
12/6/18 3:01,23.196,0
12/6/18 3:06,23.292,0
12/6/18 3:11,23.388,0
12/6/18 3:16,23.484,0
12/6/18 3:21,23.581,0
12/6/18 3:26,23.677,0
12/6/18 3:31,23.677,0
12/6/18 3:36,23.773,0
12/6/18 3:41,23.869,0
12/6/18 3:46,23.966,0
12/6/18 3:51,23.966,0
12/6/18 3:56,24.062,0
12/6/18 4:01,24.158,0
12/6/18 4:06,24.158,0
12/6/18 4:11,24.255,0
12/6/18 4:16,24.255,0
12/6/18 4:21,24.351,0
12/6/18 4:26,24.351,0
12/6/18 4:31,24.351,0
12/6/18 4:36,24.448,0
12/6/18 4:41,24.448,0
12/6/18 4:46,24.448,0
12/6/18 4:51,24.545,0
12/6/18 4:56,24.545,0
12/6/18 5:01,24.545,0
12/6/18 5:06,24.545,0
12/6/18 5:11,24.641,0
12/6/18 5:16,24.641,0
12/6/18 5:21,24.641,0
12/6/18 5:26,24.738,0
12/6/18 5:31,24.738,0
12/6/18 5:36,24.738,0
12/6/18 5:41,24.738,0
12/6/18 5:46,24.835,0
12/6/18 5:51,24.835,2
12/6/18 5:56,24.835,3
12/6/18 6:01,24.835,6
12/6/18 6:06,25.319,5
12/6/18 6:11,25.805,6
12/6/18 6:16,26.292,5
12/6/18 6:21,26.585,4
12/6/18 6:26,26.879,4
12/6/18 6:31,27.075,2
12/6/18 6:36,27.37,3
12/6/18 6:41,27.567,4
12/6/18 6:46,27.665,4
12/6/18 6:51,27.764,6
12/6/18 6:56,27.862,8
12/6/18 7:01,27.961,11
12/6/18 7:06,27.961,15
12/6/18 7:11,28.06,18
12/6/18 7:16,28.159,29
12/6/18 7:21,28.258,33
12/6/18 7:26,28.258,41
12/6/18 7:31,28.357,53
12/6/18 7:36,28.357,60
12/6/18 7:41,28.357,66
12/6/18 7:46,28.357,66
12/6/18 7:51,28.357,62
12/6/18 7:56,28.357,45
12/6/18 8:01,28.357,33
12/6/18 8:06,28.456,29
12/6/18 8:11,28.456,30
12/6/18 8:16,28.456,25
12/6/18 8:21,28.555,24
12/6/18 8:26,28.555,24
12/6/18 8:31,28.555,22
12/6/18 8:36,28.555,22
12/6/18 8:41,28.555,20
12/6/18 8:46,28.555,14
12/6/18 8:51,28.555,21
12/6/18 8:56,28.655,26
12/6/18 9:01,28.555,25
12/6/18 9:06,28.555,25
12/6/18 9:11,28.555,13
12/6/18 9:16,28.555,24
12/6/18 9:21,28.456,0
12/6/18 9:26,28.357,0
12/6/18 9:31,28.258,2
12/6/18 9:36,28.258,0
12/6/18 9:41,28.159,7
12/6/18 9:46,28.06,2
12/6/18 9:51,27.764,4
12/6/18 9:56,27.567,56
12/6/18 10:01,27.665,53
12/6/18 10:06,27.764,50
12/6/18 10:11,27.862,42
12/6/18 10:16,27.961,34
12/6/18 10:21,28.06,16
12/6/18 10:26,28.159,11
12/6/18 10:31,28.258,20
12/6/18 10:36,28.258,61
12/6/18 10:41,28.357,136
12/6/18 10:46,28.456,152
12/6/18 10:51,28.555,109
12/6/18 10:56,28.555,107
12/6/18 11:01,28.555,92
12/6/18 11:06,28.853,336
12/6/18 11:11,29.053,200
12/6/18 11:16,28.953,256
12/6/18 11:21,29.452,704
12/6/18 11:26,29.752,512
12/6/18 11:31,29.853,800
12/6/18 11:36,29.552,432
12/6/18 11:41,29.552,288
12/6/18 11:46,29.252,168
12/6/18 11:51,29.152,119
12/6/18 11:56,29.053,93
12/6/18 12:01,28.953,25
12/6/18 12:06,28.853,0
12/6/18 12:11,28.853,1
12/6/18 12:16,28.754,0
12/6/18 12:21,28.754,1
12/6/18 12:26,29.152,800
12/6/18 12:31,29.452,1152
12/6/18 12:36,29.552,1088
12/6/18 12:41,29.552,704
12/6/18 12:46,29.252,416
12/6/18 12:51,29.152,368
12/6/18 12:56,29.152,352
12/6/18 13:01,29.152,336
12/6/18 13:06,29.053,216
12/6/18 13:11,28.953,216
12/6/18 13:16,28.953,288
12/6/18 13:21,28.953,248
12/6/18 13:26,29.053,432
12/6/18 13:31,29.152,400
12/6/18 13:36,29.152,400
12/6/18 13:41,29.252,480
12/6/18 13:46,29.152,336
12/6/18 13:51,29.252,672
12/6/18 13:56,29.452,400
12/6/18 14:01,29.252,416
12/6/18 14:06,29.352,576
12/6/18 14:11,28.953,1
12/6/18 14:16,28.853,1
12/6/18 14:21,28.754,1
12/6/18 14:26,28.853,272
12/6/18 14:31,28.853,248
12/6/18 14:36,30.963,18
12/6/18 14:41,29.352,11
12/6/18 14:46,28.754,9
12/6/18 14:49,,
12/6/18 14:49,,