"Date Time, GMT+10:00","Temp, °C (LGR S/N: 9826669, SEN S/N: 9826669, LBL: temperature)","Intensity, lum/ft² (LGR S/N: 9826669, SEN S/N: 9826669, LBL: light intensity)"
12/10/18 10:20,26.488,0
12/10/18 10:25,29.352,168
12/10/18 10:30,28.357,200
12/10/18 10:35,27.862,256
12/10/18 10:40,27.37,192
12/10/18 10:45,27.272,256
12/10/18 10:50,27.272,320
12/10/18 10:55,27.37,224
12/10/18 11:00,27.272,93
12/10/18 11:05,27.272,200
12/10/18 11:10,27.468,448
12/10/18 11:15,27.468,272
12/10/18 11:20,27.468,336
12/10/18 11:25,27.468,184
12/10/18 11:30,27.468,272
12/10/18 11:35,27.468,336
12/10/18 11:40,27.567,224
12/10/18 11:45,27.665,320
12/10/18 11:50,27.764,464
12/10/18 11:55,27.764,352
12/10/18 12:00,27.764,304
12/10/18 12:05,27.764,416
12/10/18 12:10,27.764,320
12/10/18 12:15,27.862,384
12/10/18 12:20,27.764,176
12/10/18 12:25,27.665,192
12/10/18 12:30,27.567,45
12/10/18 12:35,27.567,256
12/10/18 12:40,27.665,256
12/10/18 12:45,27.567,224
12/10/18 12:50,27.567,102
12/10/18 12:55,27.468,100
12/10/18 13:00,27.468,90
12/10/18 13:05,27.468,104
12/10/18 13:10,27.468,176
12/10/18 13:15,27.567,216
12/10/18 13:20,27.567,216
12/10/18 13:25,27.567,144
12/10/18 13:30,27.468,103
12/10/18 13:35,27.567,128
12/10/18 13:40,27.468,55
12/10/18 13:45,27.468,58
12/10/18 13:50,27.567,98
12/10/18 13:55,27.567,97
12/10/18 14:00,27.567,152
12/10/18 14:05,27.567,152
12/10/18 14:10,27.567,83
12/10/18 14:15,27.567,109
12/10/18 14:20,27.468,96
12/10/18 14:25,27.468,0
12/10/18 14:30,27.468,0
12/10/18 14:35,27.764,136
12/10/18 14:40,27.862,117
12/10/18 14:45,27.764,74
12/10/18 14:50,27.665,119
12/10/18 14:55,27.665,123
12/10/18 15:00,27.665,106
12/10/18 15:05,27.567,78
12/10/18 15:10,27.567,69
12/10/18 15:15,27.567,66
12/10/18 15:20,27.567,52
12/10/18 15:25,27.567,50
12/10/18 15:30,27.567,53
12/10/18 15:35,27.567,62
12/10/18 15:40,27.567,66
12/10/18 15:45,27.567,58
12/10/18 15:50,27.567,76
12/10/18 15:55,27.567,63
12/10/18 16:00,27.567,83
12/10/18 16:05,27.567,46
12/10/18 16:10,27.567,53
12/10/18 16:15,27.567,36
12/10/18 16:20,27.567,62
12/10/18 16:25,27.567,29
12/10/18 16:30,27.567,39
12/10/18 16:35,27.468,24
12/10/18 16:40,27.468,32
12/10/18 16:45,27.567,45
12/10/18 16:50,27.468,38
12/10/18 16:55,27.567,58
12/10/18 17:00,27.567,55
12/10/18 17:05,27.567,26
12/10/18 17:10,27.567,11
12/10/18 17:15,27.567,24
12/10/18 17:20,27.567,33
12/10/18 17:25,27.567,28
12/10/18 17:30,27.567,32
12/10/18 17:35,27.567,33
12/10/18 17:40,27.567,24
12/10/18 17:45,27.468,13
12/10/18 17:50,27.468,10
12/10/18 17:55,27.468,16
12/10/18 18:00,27.468,20
12/10/18 18:05,27.468,15
12/10/18 18:10,27.468,16
12/10/18 18:15,27.468,9
12/10/18 18:20,27.468,6
12/10/18 18:25,27.468,2
12/10/18 18:30,27.468,0
12/10/18 18:35,27.468,0
12/10/18 18:40,27.468,0
12/10/18 18:45,27.468,0
12/10/18 18:50,27.468,0
12/10/18 18:55,27.468,0
12/10/18 19:00,27.468,0
12/10/18 19:05,27.468,0
12/10/18 19:10,27.468,0
12/10/18 19:15,27.468,0
12/10/18 19:20,27.468,0
12/10/18 19:25,27.468,0
12/10/18 19:30,27.468,0
12/10/18 19:35,27.468,0
12/10/18 19:40,27.468,0
12/10/18 19:45,27.468,0
12/10/18 19:50,27.468,0
12/10/18 19:55,27.468,0
12/10/18 20:00,27.468,0
12/10/18 20:05,27.468,0
12/10/18 20:10,27.468,0
12/10/18 20:15,27.468,0
12/10/18 20:20,27.468,0
12/10/18 20:25,27.468,0
12/10/18 20:30,27.468,0
12/10/18 20:35,27.468,0
12/10/18 20:40,27.468,0
12/10/18 20:45,27.468,0
12/10/18 20:50,27.468,0
12/10/18 20:55,27.468,0
12/10/18 21:00,27.468,0
12/10/18 21:05,27.468,0
12/10/18 21:10,27.468,0
12/10/18 21:15,27.468,0
12/10/18 21:20,27.468,0
12/10/18 21:25,27.468,0
12/10/18 21:30,27.468,0
12/10/18 21:35,27.468,0
12/10/18 21:40,27.468,0
12/10/18 21:45,27.468,0
12/10/18 21:50,27.468,0
12/10/18 21:55,27.468,0
12/10/18 22:00,27.468,0
12/10/18 22:05,27.468,0
12/10/18 22:10,27.468,0
12/10/18 22:15,27.468,0
12/10/18 22:20,27.468,0
12/10/18 22:25,27.468,0
12/10/18 22:30,27.468,0
12/10/18 22:35,27.468,0
12/10/18 22:40,27.468,0
12/10/18 22:45,27.468,0
12/10/18 22:50,27.468,0
12/10/18 22:55,27.468,0
12/10/18 23:00,27.567,0
12/10/18 23:05,27.468,0
12/10/18 23:10,27.567,0
12/10/18 23:15,27.468,0
12/10/18 23:20,27.567,0
12/10/18 23:25,27.567,0
12/10/18 23:30,27.567,0
12/10/18 23:35,27.468,0
12/10/18 23:40,27.468,0
12/10/18 23:45,27.468,0
12/10/18 23:50,27.468,0
12/10/18 23:55,27.468,0
12/11/18 0:00,27.468,0
12/11/18 0:05,27.468,0
12/11/18 0:10,27.567,0
12/11/18 0:15,27.567,0
12/11/18 0:20,27.567,0
12/11/18 0:25,27.567,0
12/11/18 0:30,27.468,4
12/11/18 0:35,27.37,0
12/11/18 0:40,27.37,0
12/11/18 0:45,27.37,0
12/11/18 0:50,27.468,0
12/11/18 0:55,27.468,0
12/11/18 1:00,27.468,0
12/11/18 1:05,27.468,0
12/11/18 1:10,27.468,0
12/11/18 1:15,27.468,0
12/11/18 1:20,27.468,0
12/11/18 1:25,27.468,0
12/11/18 1:30,27.468,0
12/11/18 1:35,27.468,0
12/11/18 1:40,27.468,0
12/11/18 1:45,27.468,0
12/11/18 1:50,27.468,0
12/11/18 1:55,27.468,0
12/11/18 2:00,27.468,0
12/11/18 2:05,27.468,0
12/11/18 2:10,27.468,0
12/11/18 2:15,27.468,0
12/11/18 2:20,27.468,0
12/11/18 2:25,27.468,0
12/11/18 2:30,27.468,0
12/11/18 2:35,27.468,0
12/11/18 2:40,27.468,0
12/11/18 2:45,27.468,0
12/11/18 2:50,27.468,0
12/11/18 2:55,27.468,0
12/11/18 3:00,27.468,0
12/11/18 3:05,27.468,0
12/11/18 3:10,27.468,0
12/11/18 3:15,27.468,0
12/11/18 3:20,27.468,0
12/11/18 3:25,27.468,0
12/11/18 3:30,27.468,0
12/11/18 3:35,27.468,0
12/11/18 3:40,27.468,0
12/11/18 3:45,27.468,0
12/11/18 3:50,27.468,0
12/11/18 3:55,27.468,0
12/11/18 4:00,27.468,0
12/11/18 4:05,27.468,0
12/11/18 4:10,27.468,0
12/11/18 4:15,27.468,0
12/11/18 4:20,27.468,0
12/11/18 4:25,27.468,0
12/11/18 4:30,27.468,0
12/11/18 4:35,27.468,0
12/11/18 4:40,27.37,0
12/11/18 4:45,27.37,0
12/11/18 4:50,27.37,0
12/11/18 4:55,27.468,0
12/11/18 5:00,27.468,0
12/11/18 5:05,27.468,0
12/11/18 5:10,27.468,0
12/11/18 5:15,27.468,0
12/11/18 5:20,27.468,0
12/11/18 5:25,27.468,0
12/11/18 5:30,27.468,0
12/11/18 5:35,27.468,0
12/11/18 5:40,27.468,6
12/11/18 5:45,27.468,1
12/11/18 5:50,27.468,2
12/11/18 5:55,27.37,6
12/11/18 6:00,27.37,8
12/11/18 6:05,27.37,4
12/11/18 6:10,27.37,8
12/11/18 6:15,27.37,26
12/11/18 6:20,27.37,30
12/11/18 6:25,27.37,21
12/11/18 6:30,27.37,13
12/11/18 6:35,27.37,12
12/11/18 6:40,27.37,15
12/11/18 6:45,27.468,49
12/11/18 6:50,27.468,61
12/11/18 6:55,27.468,25
12/11/18 7:00,27.37,13
12/11/18 7:05,27.468,26
12/11/18 7:10,27.468,19
12/11/18 7:15,27.468,24
12/11/18 7:20,27.468,54
12/11/18 7:25,27.468,59
12/11/18 7:30,27.468,49
12/11/18 7:35,27.468,36
12/11/18 7:40,27.468,40
12/11/18 7:45,27.468,68
12/11/18 7:50,27.468,50
12/11/18 7:55,27.468,34
12/11/18 8:00,27.468,56
12/11/18 8:05,27.468,42
12/11/18 8:10,27.468,9
12/11/18 8:15,27.468,29
12/11/18 8:20,27.468,33
12/11/18 8:25,27.468,36
12/11/18 8:30,27.468,37
12/11/18 8:35,27.37,30
12/11/18 8:40,27.468,37
12/11/18 8:45,27.37,30
12/11/18 8:50,27.468,31
12/11/18 8:55,27.468,30
12/11/18 9:00,27.37,30
12/11/18 9:05,27.37,30
12/11/18 9:10,27.37,33
12/11/18 9:15,27.37,31
12/11/18 9:20,27.468,32
12/11/18 9:25,27.37,22
12/11/18 9:30,27.37,24
12/11/18 9:35,27.468,28
12/11/18 9:40,27.37,26
12/11/18 9:45,27.37,30
12/11/18 9:50,27.468,39
12/11/18 9:55,27.468,64
12/11/18 10:00,27.468,59
12/11/18 10:05,27.468,75
12/11/18 10:10,27.468,57
12/11/18 10:15,27.468,62
12/11/18 10:20,27.468,54
12/11/18 10:25,27.468,56
12/11/18 10:30,27.468,71
12/11/18 10:35,27.468,35
12/11/18 10:40,27.468,91
12/11/18 10:45,27.468,2
12/11/18 10:50,27.468,2
12/11/18 10:55,27.468,2
12/11/18 11:00,27.37,1
12/11/18 11:05,27.272,5
12/11/18 11:10,27.272,3
12/11/18 11:15,27.173,5
12/11/18 11:20,27.173,144
12/11/18 11:25,26.977,160
12/11/18 11:30,26.683,208
12/11/18 11:35,26.781,128
12/11/18 11:40,26.781,84
12/11/18 11:45,26.781,94
12/11/18 11:50,26.879,123
12/11/18 11:55,26.879,128
12/11/18 12:00,26.977,112
12/11/18 12:05,27.075,52
12/11/18 12:10,27.075,152
12/11/18 12:15,27.173,144
12/11/18 12:20,27.173,128
12/11/18 12:25,27.272,128
12/11/18 12:30,27.272,115
12/11/18 12:35,27.272,111
12/11/18 12:40,27.272,123
12/11/18 12:45,27.272,117
12/11/18 12:50,27.272,92
12/11/18 12:55,27.173,54
12/11/18 13:00,27.173,45
12/11/18 13:05,27.173,42
12/11/18 13:10,27.075,49
12/11/18 13:15,27.075,85
12/11/18 13:20,27.173,100
12/11/18 13:25,27.173,117
12/11/18 13:30,27.173,90
12/11/18 13:35,27.272,122
12/11/18 13:40,27.272,104
12/11/18 13:45,27.37,109
12/11/18 13:50,27.37,57
12/11/18 13:55,27.37,67
12/11/18 14:00,27.37,50
12/11/18 14:05,27.272,41
12/11/18 14:10,27.272,24
12/11/18 14:15,27.272,21
12/11/18 14:20,27.173,43
12/11/18 14:25,27.173,39
12/11/18 14:30,27.173,59
12/11/18 14:35,27.272,62
12/11/18 14:40,27.272,43
12/11/18 14:45,27.272,37
12/11/18 14:50,27.272,45
12/11/18 14:55,27.173,34
12/11/18 15:00,27.173,62
12/11/18 15:05,27.173,66
12/11/18 15:10,27.075,57
12/11/18 15:15,27.075,59
12/11/18 15:20,27.075,54
12/11/18 15:25,27.075,56
12/11/18 15:30,27.075,56
12/11/18 15:35,27.075,62
12/11/18 15:40,27.173,80
12/11/18 15:45,27.173,101
12/11/18 15:50,27.37,184
12/11/18 15:55,27.665,240
12/11/18 16:00,28.06,232
12/11/18 16:05,28.357,232
12/11/18 16:10,28.555,352
12/11/18 16:15,29.053,368
12/11/18 16:20,29.252,232
12/11/18 16:25,29.352,208
12/11/18 16:30,29.452,200
12/11/18 16:35,29.452,136
12/11/18 16:40,29.252,113
12/11/18 16:45,29.152,101
12/11/18 16:50,28.853,82
12/11/18 16:55,28.754,56
12/11/18 17:00,28.555,60
12/11/18 17:05,28.357,50
12/11/18 17:10,28.258,46
12/11/18 17:15,28.159,48
12/11/18 17:20,28.06,34
12/11/18 17:25,28.06,27
12/11/18 17:30,27.961,24
12/11/18 17:35,27.862,32
12/11/18 17:40,27.862,29
12/11/18 17:45,27.764,59
12/11/18 17:50,27.764,39
12/11/18 17:55,27.764,28
12/11/18 18:00,27.764,27
12/11/18 18:05,27.665,24
12/11/18 18:10,27.665,29
12/11/18 18:15,27.665,23
12/11/18 18:20,27.567,12
12/11/18 18:25,27.567,6
12/11/18 18:30,27.468,6
12/11/18 18:35,27.37,2
12/11/18 18:40,27.37,1
12/11/18 18:45,27.272,0
12/11/18 18:50,27.272,0
12/11/18 18:55,27.272,0
12/11/18 19:00,27.272,0
12/11/18 19:05,27.173,0
12/11/18 19:10,27.173,0
12/11/18 19:15,27.075,0
12/11/18 19:20,27.075,0
12/11/18 19:25,27.075,0
12/11/18 19:30,27.075,0
12/11/18 19:35,26.977,0
12/11/18 19:40,26.977,0
12/11/18 19:45,26.977,0
12/11/18 19:50,26.977,0
12/11/18 19:55,26.977,0
12/11/18 20:00,26.977,0
12/11/18 20:05,26.977,0
12/11/18 20:10,26.977,0
12/11/18 20:15,26.977,0
12/11/18 20:20,26.977,0
12/11/18 20:25,26.977,0
12/11/18 20:30,26.977,0
12/11/18 20:35,26.977,0
12/11/18 20:40,26.977,0
12/11/18 20:45,26.977,0
12/11/18 20:50,26.977,0
12/11/18 20:55,26.879,0
12/11/18 21:00,26.879,0
12/11/18 21:05,26.879,0
12/11/18 21:10,26.879,0
12/11/18 21:15,26.879,0
12/11/18 21:20,26.781,0
12/11/18 21:25,26.781,0
12/11/18 21:30,26.781,0
12/11/18 21:35,26.683,0
12/11/18 21:40,26.683,0
12/11/18 21:45,26.683,0
12/11/18 21:50,26.683,0
12/11/18 21:55,26.683,0
12/11/18 22:00,26.683,0
12/11/18 22:05,26.683,0
12/11/18 22:10,26.683,0
12/11/18 22:15,26.585,0
12/11/18 22:20,26.585,0
12/11/18 22:25,26.585,0
12/11/18 22:30,26.585,0
12/11/18 22:35,26.585,0
12/11/18 22:40,26.488,0
12/11/18 22:45,26.488,0
12/11/18 22:50,26.488,0
12/11/18 22:55,26.488,0
12/11/18 23:00,26.488,0
12/11/18 23:05,26.488,0
12/11/18 23:10,26.488,0
12/11/18 23:15,26.488,0
12/11/18 23:20,26.488,0
12/11/18 23:25,26.488,0
12/11/18 23:30,26.488,0
12/11/18 23:35,26.488,0
12/11/18 23:40,26.488,0
12/11/18 23:45,26.488,0
12/11/18 23:50,26.488,0
12/11/18 23:55,26.488,0
12/12/18 0:00,26.488,0
12/12/18 0:05,26.488,0
12/12/18 0:10,26.488,0
12/12/18 0:15,26.488,0
12/12/18 0:20,26.488,0
12/12/18 0:25,26.488,0
12/12/18 0:30,26.488,0
12/12/18 0:35,26.488,0
12/12/18 0:40,26.585,0
12/12/18 0:45,26.585,0
12/12/18 0:50,26.585,0
12/12/18 0:55,26.585,0
12/12/18 1:00,26.585,0
12/12/18 1:05,26.683,0
12/12/18 1:10,26.683,0
12/12/18 1:15,26.683,0
12/12/18 1:20,26.683,0
12/12/18 1:25,26.585,0
12/12/18 1:30,26.683,0
12/12/18 1:35,26.683,0
12/12/18 1:40,26.683,0
12/12/18 1:45,26.585,0
12/12/18 1:50,26.585,0
12/12/18 1:55,26.585,0
12/12/18 2:00,26.488,0
12/12/18 2:05,26.488,0
12/12/18 2:10,26.488,0
12/12/18 2:15,26.488,0
12/12/18 2:20,26.488,0
12/12/18 2:25,26.488,0
12/12/18 2:30,26.488,0
12/12/18 2:35,26.488,0
12/12/18 2:40,26.488,0
12/12/18 2:45,26.488,0
12/12/18 2:50,26.488,0
12/12/18 2:55,26.488,0
12/12/18 3:00,26.488,0
12/12/18 3:05,26.488,0
12/12/18 3:10,26.488,0
12/12/18 3:15,26.488,0
12/12/18 3:20,26.488,0
12/12/18 3:25,26.488,0
12/12/18 3:30,26.488,0
12/12/18 3:35,26.488,0
12/12/18 3:40,26.488,0
12/12/18 3:45,26.488,0
12/12/18 3:50,26.488,0
12/12/18 3:55,26.488,0
12/12/18 4:00,26.488,0
12/12/18 4:05,26.488,0
12/12/18 4:10,26.39,0
12/12/18 4:15,26.39,0
12/12/18 4:20,26.39,0
12/12/18 4:25,26.39,0
12/12/18 4:30,26.292,0
12/12/18 4:35,26.292,0
12/12/18 4:40,26.195,0
12/12/18 4:45,26.195,0
12/12/18 4:50,26.195,0
12/12/18 4:55,26.195,0
12/12/18 5:00,26.195,0
12/12/18 5:05,26.292,0
12/12/18 5:10,26.292,0
12/12/18 5:15,26.292,0
12/12/18 5:20,26.292,0
12/12/18 5:25,26.292,0
12/12/18 5:30,26.195,0
12/12/18 5:35,26.195,1
12/12/18 5:40,26.292,3
12/12/18 5:45,26.292,12
12/12/18 5:50,26.292,14
12/12/18 5:55,26.292,13
12/12/18 6:00,26.292,16
12/12/18 6:05,26.292,26
12/12/18 6:10,26.292,70
12/12/18 6:15,26.39,97
12/12/18 6:20,26.488,116
12/12/18 6:25,26.585,121
12/12/18 6:30,26.683,109
12/12/18 6:35,26.683,121
12/12/18 6:40,26.781,121
12/12/18 6:45,26.879,97
12/12/18 6:50,26.879,70
12/12/18 6:55,26.879,79
12/12/18 7:00,26.977,119
12/12/18 7:05,27.075,208
12/12/18 7:10,27.173,160
12/12/18 7:15,27.272,184
12/12/18 7:20,27.37,224
12/12/18 7:25,27.468,128
12/12/18 7:30,27.567,232
12/12/18 7:35,27.961,480
12/12/18 7:40,28.258,512
12/12/18 7:45,28.555,320
12/12/18 7:50,28.853,864
12/12/18 7:55,29.053,576
12/12/18 8:00,29.152,272
12/12/18 8:05,29.352,608
12/12/18 8:10,29.652,288
12/12/18 8:15,30.054,1344
12/12/18 8:20,30.659,1792
12/12/18 8:25,30.76,608
12/12/18 8:30,31.268,1152
12/12/18 8:35,31.574,864
12/12/18 8:40,31.472,672
12/12/18 8:45,31.676,1152
12/12/18 8:50,31.88,2304
12/12/18 8:55,32.497,2048
12/12/18 9:00,33.014,1856
12/12/18 9:05,33.222,1472
12/12/18 9:10,33.43,960
12/12/18 9:15,33.014,704
12/12/18 9:20,33.118,1536
12/12/18 9:25,32.807,432
12/12/18 9:30,32.497,416
12/12/18 9:35,32.911,1664
12/12/18 9:40,32.6,320
12/12/18 9:45,32.188,232
12/12/18 9:50,31.88,608
12/12/18 9:55,32.188,1472
12/12/18 10:00,33.222,1216
12/12/18 10:05,33.639,1088
12/12/18 10:10,34.058,2048
12/12/18 10:15,34.796,2048
12/12/18 10:20,34.479,0
12/12/18 10:25,,
12/12/18 10:25,,
12/12/18 10:25,,