"Date Time, GMT+10:00","Temp, °C (LGR S/N: 20494110, SEN S/N: 20494110, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20494110, SEN S/N: 20494110, LBL: light)"
12/12/18 10:24,32.911,0
12/12/18 10:29,31.37,2
12/12/18 10:34,32.291,2176
12/12/18 10:39,36.079,1984
12/12/18 10:44,38.379,1984
12/12/18 10:49,39.729,2048
12/12/18 10:54,40.415,2048
12/12/18 10:59,40.876,2048
12/12/18 11:04,41.341,2048
12/12/18 11:09,41.575,2048
12/12/18 11:14,41.458,1792
12/12/18 11:19,41.108,1728
12/12/18 11:24,32.911,800
12/12/18 11:29,30.76,768
12/12/18 11:34,29.452,0
12/12/18 11:39,28.754,0
12/12/18 11:44,28.159,0
12/12/18 11:49,27.665,0
12/12/18 11:54,27.173,0
12/12/18 11:59,26.683,0
12/12/18 12:04,26.292,0
12/12/18 12:09,25.805,0
12/12/18 12:14,25.416,0
12/12/18 12:19,24.931,0
12/12/18 12:24,24.545,0
12/12/18 12:29,24.158,0
12/12/18 12:34,23.773,0
12/12/18 12:39,23.388,0
12/12/18 12:44,23.004,0
12/12/18 12:49,22.621,0
12/12/18 12:54,22.238,0
12/12/18 12:59,21.951,0
12/12/18 13:04,21.569,0
12/12/18 13:09,21.282,0
12/12/18 13:14,20.996,0
12/12/18 13:19,20.615,0
12/12/18 13:24,20.329,0
12/12/18 13:29,20.138,0
12/12/18 13:34,19.758,0
12/12/18 13:39,19.472,0
12/12/18 13:44,19.377,0
12/12/18 13:49,20.234,0
12/12/18 13:54,21.473,0
12/12/18 13:59,22.717,0
12/12/18 14:04,23.773,0
12/12/18 14:09,24.835,0
12/12/18 14:14,25.61,0
12/12/18 14:19,26.488,0
12/12/18 14:24,27.173,0
12/12/18 14:29,27.764,0
12/12/18 14:34,28.555,0
12/12/18 14:39,29.252,0
12/12/18 14:44,29.853,0
12/12/18 14:49,30.457,0
12/12/18 14:54,31.064,0
12/12/18 14:59,31.472,0
12/12/18 15:04,31.88,0
12/12/18 15:09,32.291,0
12/12/18 15:14,32.6,0
12/12/18 15:19,32.807,0
12/12/18 15:24,33.014,0
12/12/18 15:29,33.326,0
12/12/18 15:34,33.43,0
12/12/18 15:39,33.639,0
12/12/18 15:44,33.743,0
12/12/18 15:49,34.058,352
12/12/18 15:54,33.848,272
12/12/18 15:59,33.743,288
12/12/18 16:04,33.535,272
12/12/18 16:09,33.43,208
12/12/18 16:14,33.014,144
12/12/18 16:19,32.704,136
12/12/18 16:24,32.394,128
12/12/18 16:29,32.086,124
12/12/18 16:34,31.88,120
12/12/18 16:39,31.676,104
12/12/18 16:44,31.064,104
12/12/18 16:49,30.558,94
12/12/18 16:54,30.154,89
12/12/18 16:59,29.853,83
12/12/18 17:04,29.652,79
12/12/18 17:09,29.452,74
12/12/18 17:14,29.352,71
12/12/18 17:19,29.252,65
12/12/18 17:24,29.152,60
12/12/18 17:29,29.053,1
12/12/18 17:34,28.953,1
12/12/18 17:39,28.953,1
12/12/18 17:44,28.853,2
12/12/18 17:49,28.754,30
12/12/18 17:54,28.754,25
12/12/18 17:59,28.754,21
12/12/18 18:04,28.754,18
12/12/18 18:09,28.754,14
12/12/18 18:14,28.655,10
12/12/18 18:19,28.655,9
12/12/18 18:24,28.655,7
12/12/18 18:29,28.655,4
12/12/18 18:34,28.655,2
12/12/18 18:39,28.655,1
12/12/18 18:44,28.655,0
12/12/18 18:49,28.655,0
12/12/18 18:54,28.555,0
12/12/18 18:59,28.555,0
12/12/18 19:04,28.555,0
12/12/18 19:09,28.555,0
12/12/18 19:14,28.555,0
12/12/18 19:19,28.555,0
12/12/18 19:24,28.555,0
12/12/18 19:29,28.555,0
12/12/18 19:34,28.555,0
12/12/18 19:39,28.555,0
12/12/18 19:44,28.555,0
12/12/18 19:49,28.555,0
12/12/18 19:54,28.555,0
12/12/18 19:59,28.555,0
12/12/18 20:04,28.555,0
12/12/18 20:09,28.555,0
12/12/18 20:14,28.555,0
12/12/18 20:19,28.555,0
12/12/18 20:24,28.555,0
12/12/18 20:29,28.555,0
12/12/18 20:34,28.555,0
12/12/18 20:39,28.555,0
12/12/18 20:44,28.555,0
12/12/18 20:49,28.555,0
12/12/18 20:54,28.555,0
12/12/18 20:59,28.456,0
12/12/18 21:04,28.456,0
12/12/18 21:09,28.456,0
12/12/18 21:14,28.456,0
12/12/18 21:19,28.456,0
12/12/18 21:24,28.456,0
12/12/18 21:29,28.456,0
12/12/18 21:34,28.456,0
12/12/18 21:39,28.456,0
12/12/18 21:44,28.456,0
12/12/18 21:49,28.456,0
12/12/18 21:54,28.456,0
12/12/18 21:59,28.456,0
12/12/18 22:04,28.456,0
12/12/18 22:09,28.456,0
12/12/18 22:14,28.456,0
12/12/18 22:19,28.456,0
12/12/18 22:24,28.357,0
12/12/18 22:29,28.357,0
12/12/18 22:34,28.357,0
12/12/18 22:39,28.357,0
12/12/18 22:44,28.357,0
12/12/18 22:49,28.357,0
12/12/18 22:54,28.357,0
12/12/18 22:59,28.357,0
12/12/18 23:04,28.357,0
12/12/18 23:09,28.357,0
12/12/18 23:14,28.357,0
12/12/18 23:19,28.357,0
12/12/18 23:24,28.357,0
12/12/18 23:29,28.357,0
12/12/18 23:34,28.357,0
12/12/18 23:39,28.357,0
12/12/18 23:44,28.357,0
12/12/18 23:49,28.258,1
12/12/18 23:54,28.258,2
12/12/18 23:59,28.258,2
12/13/18 0:04,28.258,1
12/13/18 0:09,28.258,1
12/13/18 0:14,28.258,2
12/13/18 0:19,28.06,3
12/13/18 0:24,27.961,2
12/13/18 0:29,27.862,4
12/13/18 0:34,27.764,1
12/13/18 0:39,27.764,0
12/13/18 0:44,27.567,1
12/13/18 0:49,27.567,5
12/13/18 0:54,27.468,0
12/13/18 0:59,27.665,0
12/13/18 1:04,27.862,0
12/13/18 1:09,28.06,0
12/13/18 1:14,28.159,0
12/13/18 1:19,28.258,0
12/13/18 1:24,28.258,0
12/13/18 1:29,28.357,0
12/13/18 1:34,28.357,0
12/13/18 1:39,28.357,0
12/13/18 1:44,28.357,0
12/13/18 1:49,28.357,0
12/13/18 1:54,28.357,0
12/13/18 1:59,28.357,0
12/13/18 2:04,28.357,0
12/13/18 2:09,28.357,0
12/13/18 2:14,28.357,0
12/13/18 2:19,28.357,0
12/13/18 2:24,28.357,0
12/13/18 2:29,28.357,0
12/13/18 2:34,28.357,0
12/13/18 2:39,28.357,0
12/13/18 2:44,28.357,0
12/13/18 2:49,28.357,0
12/13/18 2:54,28.357,0
12/13/18 2:59,28.357,0
12/13/18 3:04,28.357,0
12/13/18 3:09,28.357,0
12/13/18 3:14,28.258,0
12/13/18 3:19,28.357,0
12/13/18 3:24,28.258,0
12/13/18 3:29,28.258,0
12/13/18 3:34,28.258,0
12/13/18 3:39,28.258,0
12/13/18 3:44,28.258,0
12/13/18 3:49,28.159,0
12/13/18 3:54,28.159,0
12/13/18 3:59,28.159,0
12/13/18 4:04,28.258,0
12/13/18 4:09,28.258,0
12/13/18 4:14,28.258,0
12/13/18 4:19,28.258,0
12/13/18 4:24,28.258,0
12/13/18 4:29,28.258,0
12/13/18 4:34,28.258,0
12/13/18 4:39,28.258,0
12/13/18 4:44,28.258,0
12/13/18 4:49,28.258,0
12/13/18 4:54,28.258,0
12/13/18 4:59,28.258,0
12/13/18 5:04,28.258,0
12/13/18 5:09,28.258,0
12/13/18 5:14,28.258,0
12/13/18 5:19,28.258,0
12/13/18 5:24,28.258,0
12/13/18 5:29,28.258,0
12/13/18 5:34,28.258,1
12/13/18 5:39,28.258,2
12/13/18 5:44,28.258,5
12/13/18 5:49,28.258,8
12/13/18 5:54,28.258,14
12/13/18 5:59,28.258,23
12/13/18 6:04,28.258,32
12/13/18 6:09,28.258,39
12/13/18 6:14,28.258,44
12/13/18 6:19,28.258,48
12/13/18 6:24,28.258,52
12/13/18 6:29,28.258,52
12/13/18 6:34,28.258,50
12/13/18 6:39,28.258,43
12/13/18 6:44,28.258,33
12/13/18 6:49,28.258,26
12/13/18 6:54,28.258,23
12/13/18 6:59,28.258,26
12/13/18 7:04,28.258,39
12/13/18 7:09,28.258,59
12/13/18 7:14,28.357,61
12/13/18 7:19,28.357,62
12/13/18 7:24,28.357,85
12/13/18 7:29,28.357,82
12/13/18 7:34,28.357,63
12/13/18 7:39,28.357,63
12/13/18 7:44,28.357,68
12/13/18 7:49,28.456,83
12/13/18 7:54,28.456,118
12/13/18 7:59,28.456,92
12/13/18 8:04,28.456,102
12/13/18 8:09,28.456,101
12/13/18 8:14,28.456,117
12/13/18 8:19,28.555,248
12/13/18 8:24,28.555,208
12/13/18 8:29,28.456,136
12/13/18 8:34,28.456,90
12/13/18 8:39,28.357,136
12/13/18 8:44,28.456,144
12/13/18 8:49,28.456,168
12/13/18 8:54,28.456,184
12/13/18 8:59,28.456,216
12/13/18 9:04,28.655,368
12/13/18 9:09,28.555,336
12/13/18 9:14,28.754,400
12/13/18 9:19,28.655,304
12/13/18 9:24,28.655,320
12/13/18 9:29,28.655,336
12/13/18 9:34,28.655,320
12/13/18 9:39,28.754,416
12/13/18 9:44,29.352,800
12/13/18 9:49,29.352,896
12/13/18 9:54,29.552,800
12/13/18 9:59,29.652,896
12/13/18 10:04,29.752,896
12/13/18 10:09,29.752,864
12/13/18 10:14,29.752,800
12/13/18 10:19,29.652,672
12/13/18 10:24,29.652,608
12/13/18 10:29,29.352,480
12/13/18 10:34,29.452,576
12/13/18 10:39,29.352,480
12/13/18 10:44,29.352,480
12/13/18 10:49,28.953,0
12/13/18 10:54,28.853,0
12/13/18 10:59,28.754,0
12/13/18 11:04,28.754,14
12/13/18 11:09,28.555,14
12/13/18 11:14,28.456,14
12/13/18 11:19,28.357,9
12/13/18 11:24,28.258,9
12/13/18 11:29,28.159,14
12/13/18 11:34,28.06,10
12/13/18 11:39,27.961,15
12/13/18 11:44,28.555,496
12/13/18 11:49,28.655,320
12/13/18 11:54,29.552,768
12/13/18 11:59,29.853,704
12/13/18 12:04,29.953,704
12/13/18 12:09,30.054,704
12/13/18 12:14,30.054,512
12/13/18 12:19,30.255,672
12/13/18 12:24,30.356,608
12/13/18 12:29,30.457,608
12/13/18 12:34,30.558,608
12/13/18 12:39,30.659,608
12/13/18 12:44,30.659,672
12/13/18 12:49,30.76,672
12/13/18 12:54,30.862,672
12/13/18 12:59,30.862,672
12/13/18 13:04,30.862,704
12/13/18 13:09,30.963,704
12/13/18 13:14,31.064,704
12/13/18 13:19,30.963,704
12/13/18 13:24,30.963,704
12/13/18 13:29,30.963,704
12/13/18 13:34,30.963,704
12/13/18 13:39,30.963,704
12/13/18 13:44,30.963,704
12/13/18 13:49,30.963,768
12/13/18 13:54,31.064,768
12/13/18 13:59,31.064,768
12/13/18 14:04,31.064,768
12/13/18 14:09,31.064,768
12/13/18 14:14,31.064,768
12/13/18 14:19,31.064,768
12/13/18 14:24,30.963,704
12/13/18 14:29,30.963,704
12/13/18 14:34,30.963,672
12/13/18 14:39,31.064,672
12/13/18 14:44,30.963,672
12/13/18 14:49,30.963,672
12/13/18 14:54,30.963,576
12/13/18 14:59,30.862,512
12/13/18 15:04,30.457,1
12/13/18 15:09,30.054,0
12/13/18 15:14,29.853,0
12/13/18 15:19,29.752,1
12/13/18 15:24,29.652,0
12/13/18 15:29,29.652,0
12/13/18 15:34,29.552,0
12/13/18 15:39,29.552,0
12/13/18 15:44,29.552,0
12/13/18 15:49,29.552,0
12/13/18 15:54,29.452,0
12/13/18 15:59,29.452,0
12/13/18 16:04,29.452,1
12/13/18 16:09,29.452,232
12/13/18 16:14,30.457,248
12/13/18 16:19,31.166,248
12/13/18 16:24,31.472,248
12/13/18 16:29,31.676,232
12/13/18 16:34,31.778,200
12/13/18 16:39,31.676,192
12/13/18 16:44,31.574,176
12/13/18 16:49,31.574,168
12/13/18 16:54,31.472,160
12/13/18 16:59,31.37,152
12/13/18 17:04,31.268,136
12/13/18 17:09,31.166,123
12/13/18 17:14,30.963,114
12/13/18 17:19,30.862,100
12/13/18 17:24,30.76,81
12/13/18 17:29,30.558,62
12/13/18 17:34,30.457,45
12/13/18 17:39,30.255,22
12/13/18 17:44,30.054,13
12/13/18 17:49,29.953,8
12/13/18 17:54,29.853,5
12/13/18 17:59,29.652,3
12/13/18 18:04,29.652,2
12/13/18 18:09,29.552,1
12/13/18 18:14,29.452,0
12/13/18 18:19,29.452,0
12/13/18 18:24,29.352,0
12/13/18 18:29,29.252,0
12/13/18 18:34,29.252,0
12/13/18 18:39,28.159,0