sample_name,sample_title,organism,isolate,breed,isolation_source,collection_date,geo_loc_name,tissue,age,description,method,fileName
Ht1.L1.C.tp1.1,s1_S39,Acropora millepora,Ht1_L1_C_tp1_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=1,s1_S39.fastq.gz
Ht1.L1.C.tp1.2,s2_S40,Acropora millepora,Ht1_L1_C_tp1_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=1,s2_S40.fastq.gz
Ht1.L1.C.tp1.3,s3_S41,Acropora millepora,Ht1_L1_C_tp1_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=1,s3_S41.fastq.gz
Ht1.N2.C.tp1.1,s4_S42,Acropora millepora,Ht1_N2_C_tp1_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=1,s4_S42.fastq.gz
Ht1.N2.C.tp1.2,s5_S43,Acropora millepora,Ht1_N2_C_tp1_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=1,s5_S43.fastq.gz
Ht1.N2.C.tp1.3,s6_S44,Acropora millepora,Ht1_N2_C_tp1_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=1,s6_S44.fastq.gz
Ht1.L1.T.tp1.1,s7_S45,Acropora millepora,Ht1_L1_T_tp1_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=1,s7_S45.fastq.gz
Ht1.L1.T.tp1.2,s8_S46,Acropora millepora,Ht1_L1_T_tp1_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=1,s8_S46.fastq.gz
Ht1.L1.T.tp1.3,s9_S47,Acropora millepora,Ht1_L1_T_tp1_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=1,s9_S47.fastq.gz
Ht1.N2.T.tp1.1,s10_S48,Acropora millepora,Ht1_N2_T_tp1_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=1,s10_S48.fastq.gz
Ht1.N2.T.tp1.2,s11_S49,Acropora millepora,Ht1_N2_T_tp1_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=1,s11_S49.fastq.gz
Ht1.N2.T.tp1.3,s12_S50,Acropora millepora,Ht1_N2_T_tp1_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=1,s12_S50.fastq.gz
Ht1.N1.C.tp1.1,s13_S51,Acropora millepora,Ht1_N1_C_tp1_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=1,s13_S51.fastq.gz
Ht1.N1.C.tp1.2,s14_S52,Acropora millepora,Ht1_N1_C_tp1_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=1,s14_S52.fastq.gz
Ht1.N1.C.tp1.3,s15_S53,Acropora millepora,Ht1_N1_C_tp1_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=1,s15_S53.fastq.gz
Ht1.N10.C.tp1.1,s16_S54,Acropora millepora,Ht1_N10_C_tp1_1,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=1,s16_S54.fastq.gz
Ht1.N10.C.tp1.2,s17_S55,Acropora millepora,Ht1_N10_C_tp1_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=1,s17_S55.fastq.gz
Ht1.N10.C.tp1.3,s18_S56,Acropora millepora,Ht1_N10_C_tp1_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=1,s18_S56.fastq.gz
Ht1.N1.T.tp1.1,s19_S57,Acropora millepora,Ht1_N1_T_tp1_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=1,s19_S57.fastq.gz
Ht1.N1.T.tp1.2,s20_S58,Acropora millepora,Ht1_N1_T_tp1_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=1,s20_S58.fastq.gz
Ht1.N1.T.tp1.3,s21_S59,Acropora millepora,Ht1_N1_T_tp1_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=1,s21_S59.fastq.gz
Ht1.N10.T.tp1.1,s22_S60,Acropora millepora,Ht1_N10_T_tp1_1,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=1,s22_S60.fastq.gz
Ht1.N10.T.tp1.2,s23_S61,Acropora millepora,Ht1_N10_T_tp1_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=1,s23_S61.fastq.gz
Ht1.N10.T.tp1.3,s24_S62,Acropora millepora,Ht1_N10_T_tp1_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=1,s24_S62.fastq.gz
Ht1.L1.C.tp2.1,s25_S63,Acropora millepora,Ht1_L1_C_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=2,s25_S63.fastq.gz
Ht1.L1.C.tp2.2,s26_S64,Acropora millepora,Ht1_L1_C_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=2,s26_S64.fastq.gz
Ht1.L1.C.tp2.3,s27_S65,Acropora millepora,Ht1_L1_C_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=2,s27_S65.fastq.gz
Ht1.N2.C.tp2.1,s28_S66,Acropora millepora,Ht1_N2_C_tp2_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=2,s28_S66.fastq.gz
Ht1.N2.C.tp2.2,s29_S67,Acropora millepora,Ht1_N2_C_tp2_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=2,s29_S67.fastq.gz
Ht1.N2.C.tp2.3,s30_S68,Acropora millepora,Ht1_N2_C_tp2_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=3;timepoint=2,s30_S68.fastq.gz
Ht1.L1.T.tp2.1,s31_S69,Acropora millepora,Ht1_L1_T_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=1;timepoint=2,s31_S69.fastq.gz
Ht1.L1.T.tp2.2,s32_S70,Acropora millepora,Ht1_L1_T_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=2;timepoint=2,s32_S70.fastq.gz
Ht1.L1.T.tp2.3,s33_S71,Acropora millepora,Ht1_L1_T_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=L1;treatment=;replicate=3;timepoint=2,s33_S71.fastq.gz
Ht1.N2.T.tp2.1,s34_S72,Acropora millepora,Ht1_N2_T_tp2_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=1;timepoint=2,s34_S72.fastq.gz
Ht1.N2.T.tp2.2,s35_S73,Acropora millepora,Ht1_N2_T_tp2_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=N2;treatment=;replicate=2;timepoint=2,s35_S73.fastq.gz
Ls.N2.C.tp2.3,s42_S79,Acropora millepora,Ls_N2_C_tp2_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N2;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N2;treatment=;replicate=3;timepoint=2,s42_S79.fastq.gz
Ls.L1.T.tp2.1,s43_S80,Acropora millepora,Ls_L1_T_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=1;timepoint=2,s43_S80.fastq.gz
Ls.L1.T.tp2.2,s44_S81,Acropora millepora,Ls_L1_T_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=2;timepoint=2,s44_S81.fastq.gz
Ls.L1.T.tp2.3,s45_S82,Acropora millepora,Ls_L1_T_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=3;timepoint=2,s45_S82.fastq.gz
Ls.L1.C.tp2.1,s46_S83,Acropora millepora,Ls_L1_C_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=1;timepoint=2,s46_S83.fastq.gz
Ls.L1.C.tp2.2,s47_S84,Acropora millepora,Ls_L1_C_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=2;timepoint=2,s47_S84.fastq.gz
Ls.L1.C.tp2.3,s48_S85,Acropora millepora,Ls_L1_C_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=L1;treatment=;replicate=3;timepoint=2,s48_S85.fastq.gz
Ls.N1.T.tp2.1,s49_S86,Acropora millepora,Ls_N1_T_tp2_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=1;timepoint=2,s49_S86.fastq.gz
Ls.N1.T.tp2.2,s50_S87,Acropora millepora,Ls_N1_T_tp2_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=2;timepoint=2,s50_S87.fastq.gz
Ls.N1.T.tp2.3,s51_S88,Acropora millepora,Ls_N1_T_tp2_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=3;timepoint=2,s51_S88.fastq.gz
Ls.N10.T.tp2.1,s52_S89,Acropora millepora,Ls_N10_T_tp2_1,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=1;timepoint=2,s52_S89.fastq.gz
Ls.N10.T.tp2.2,s53_S90,Acropora millepora,Ls_N10_T_tp2_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=2;timepoint=2,s53_S90.fastq.gz
Ls.N10.T.tp2.3,s54_S91,Acropora millepora,Ls_N10_T_tp2_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=3;timepoint=2,s54_S91.fastq.gz
Ls.N1.C.tp2.1,s55_S92,Acropora millepora,Ls_N1_C_tp2_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=1;timepoint=2,s55_S92.fastq.gz
Ls.N1.C.tp2.2,s56_S93,Acropora millepora,Ls_N1_C_tp2_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=2;timepoint=2,s56_S93.fastq.gz
Ls.N1.C.tp2.3,s57_S94,Acropora millepora,Ls_N1_C_tp2_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N1;treatment=;replicate=3;timepoint=2,s57_S94.fastq.gz
Ls.N10.C.tp2.1,s58_S95,Acropora millepora,Ls_N10_C_tp2_1,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=1;timepoint=2,s58_S95.fastq.gz
Ls.N10.C.tp2.2,s59_S96,Acropora millepora,Ls_N10_C_tp2_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=2;timepoint=2,s59_S96.fastq.gz
Ls.N10.C.tp2.3,s60_S97,Acropora millepora,Ls_N10_C_tp2_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=low_salinity;colony=N10;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=low_salinity;colony=N10;treatment=;replicate=3;timepoint=2,s60_S97.fastq.gz
Ch.N1.T.tp1.1,s61_S98,Acropora millepora,Ch_N1_T_tp1_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=chill;colony=N1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=chill;colony=N1;treatment=;replicate=1;timepoint=1,s61_S98.fastq.gz
Ch.N1.T.tp1.2,s62_S99,Acropora millepora,Ch_N1_T_tp1_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=chill;colony=N1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=chill;colony=N1;treatment=;replicate=2;timepoint=1,s62_S99.fastq.gz
Ch.N1.T.tp1.3,s63_S100,Acropora millepora,Ch_N1_T_tp1_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=chill;colony=N1;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=chill;colony=N1;treatment=;replicate=3;timepoint=1,s63_S100.fastq.gz
